id,circ_mv,up_limit
002615.SZ,230665.6277,8.54
002616.SZ,206431.0929,5.03
002617.SZ,1233227.8528,7.62
002620.SZ,95472.1733,3.69
002622.SZ,214193.6888,2.94
002623.SZ,285440.1116,16.32
002626.SZ,842195.6288,15.55
002627.SZ,332046.9051,5.21
002628.SZ,315602.2064,4.81
002629.SZ,136786.6562,3.96
002630.SZ,376189.4388,3.99
002631.SZ,308699.6449,4.53
002632.SZ,444892.8084,8.76
002633.SZ,145260.3863,11.19
002634.SZ,138419.5068,3.62
002635.SZ,568580.9464,16.37
002636.SZ,513550.2657,8.17
002637.SZ,436525.0259,10.95
002638.SZ,284229.0816,2.43
002639.SZ,409215.956,7.26
002640.SZ,640677.1854,5.26
002641.SZ,459267.8345,4.59
002642.SZ,420206.3289,7.32
002643.SZ,899322.9887,11.18
002644.SZ,382992.75,8.47
002645.SZ,333441.7552,7.27
002646.SZ,437277.9388,10.51
002649.SZ,584306.2541,12.12
002651.SZ,351152.9211,7.07
002652.SZ,133505.865,3.03
002654.SZ,929766.7984,12.57
002655.SZ,396599.6892,12.56
002657.SZ,560033.1796,19.14
002658.SZ,211253.8317,6.73
002659.SZ,256064.0044,4.91
002660.SZ,270710.4408,10.53
002661.SZ,314098.8023,10.85
002662.SZ,530993.3094,4.02
002663.SZ,254153.5606,2.08
002664.SZ,568453.1685,14.52
002666.SZ,198434.7416,4.69
002667.SZ,213042.0133,10.3
002668.SZ,1403924.2993,15.14
002669.SZ,271462.68,10.03
002671.SZ,248018.316,4.96
002672.SZ,350280.7829,4.42
002674.SZ,254499.4494,9.94
002675.SZ,900185.0428,13.33
002676.SZ,392387.1702,6.29
002677.SZ,407890.7619,7.87
002678.SZ,566108.5448,4.94
002679.SZ,178467.292,8.71
002681.SZ,932673.6871,7.21
002682.SZ,222694.6368,4.57
002685.SZ,640805.817,7.25
002686.SZ,295343.9235,5.65
002687.SZ,172150.0529,4.71
002688.SZ,298770.6107,4.57
002689.SZ,355632.8297,3.85
002690.SZ,592793.6151,15.39
002691.SZ,156902.8024,5.37
002692.SZ,306528.3443,5.15
002693.SZ,625300.7859,17.69
002694.SZ,240515.6434,4.96
002695.SZ,360802.6749,9.01
002696.SZ,157615.6382,5.12
002697.SZ,553876.3256,5.89
002698.SZ,1469985.8531,17.47
002701.SZ,1224997.3595,5.67
002702.SZ,187069.4899,4.74
002703.SZ,665750.6121,12.17
002705.SZ,1223556.3641,17.18
002706.SZ,594548.6807,7.59
002707.SZ,542986.3541,7.6
002708.SZ,469437.4285,10.68
002712.SZ,260175.8091,5.6
002713.SZ,185525.0864,5.3
002715.SZ,188370.0,15.54
002716.SZ,744931.4527,3.78
002717.SZ,534661.5571,3.77
002718.SZ,76945.5061,13.66
002719.SZ,114767.4572,8.16
002722.SZ,238156.8328,15.11
002723.SZ,211241.9186,7.65
002724.SZ,269301.6051,5.46
002725.SZ,217436.5326,11.84
002726.SZ,702277.5202,7.48
002727.SZ,471609.858,13.35
002728.SZ,324829.7275,10.22
002729.SZ,208977.2798,13.77
002730.SZ,535654.2542,18.77
002731.SZ,199571.4116,9.79
002732.SZ,227803.7788,16.45
002733.SZ,755799.7932,25.05
002734.SZ,251915.8521,8.62
002735.SZ,244679.5463,9.89
002737.SZ,1148144.0,22.08
002741.SZ,558927.2708,17.85
002743.SZ,231626.3313,6.11
002745.SZ,809153.782,8.87
002746.SZ,388192.8962,6.11
002747.SZ,1381498.7173,19.43
002749.SZ,572728.0084,15.4
002752.SZ,510849.9088,6.09
002753.SZ,144467.8112,6.7
002755.SZ,1135129.3774,13.79
002756.SZ,1448274.1346,42.09
002757.SZ,398542.1904,16.12
002758.SZ,428874.067,9.46
002759.SZ,375804.0698,8.65
002760.SZ,169326.291,17.77
002761.SZ,858935.6536,9.02
002762.SZ,114567.1112,6.23
002763.SZ,190634.3926,7.07
002765.SZ,563098.4636,10.56
002766.SZ,471317.2373,6.17
002767.SZ,159473.3432,13.86
002768.SZ,404753.2063,25.09
002769.SZ,217720.8538,7.69
002771.SZ,264913.2463,17.44
002772.SZ,266462.3177,7.78
002773.SZ,1274048.6011,20.48
002774.SZ,193295.5474,7.47
002775.SZ,145259.0342,3.58
002777.SZ,624970.2536,17.51
002778.SZ,221188.8717,20.17
002779.SZ,931842.8427,84.1
002780.SZ,149461.0649,13.46
002782.SZ,578430.9546,13.51
002783.SZ,326949.2659,8.44
002785.SZ,513757.5605,33.2
002786.SZ,430865.664,9.93
002787.SZ,190079.0132,8.46
002788.SZ,299163.6082,8.81
002789.SZ,110048.5809,9.82
002790.SZ,178830.1247,7.78
002791.SZ,339617.8686,23.54
002792.SZ,435248.4754,15.7
002793.SZ,406141.1651,4.44
002795.SZ,165648.3404,4.4
002796.SZ,238100.3536,12.27
002798.SZ,109671.1598,3.95
002799.SZ,234586.2414,8.53
002800.SZ,130180.1179,10.64
002801.SZ,276421.0449,26.08
002802.SZ,197953.848,12.51
002803.SZ,343938.4141,13.73
002805.SZ,301399.3588,12.34
002806.SZ,173642.8826,12.58
002807.SZ,1012889.4451,4.6
002809.SZ,104675.6155,8.61
002810.SZ,370882.6251,13.16
002811.SZ,263007.1953,10.57
002813.SZ,263579.5453,24.78
002815.SZ,651098.1278,11.26
002816.SZ,126000.0,14.58
002817.SZ,182144.6773,6.86
002818.SZ,402185.4935,15.4
002819.SZ,575673.9279,27.58
002820.SZ,232183.287,14.11
002823.SZ,300391.5374,15.09
002824.SZ,277679.5444,16.62
002825.SZ,201371.9821,8.62
002826.SZ,171129.0408,10.96
002827.SZ,637281.4024,27.07
002828.SZ,152094.4735,9.04
002829.SZ,264406.8177,20.28
002830.SZ,78551.6875,13.22
002831.SZ,1370733.2986,29.24
002832.SZ,712635.4597,20.72
002833.SZ,460827.4933,17.83
002835.SZ,216509.8748,19.43
002836.SZ,167040.0,8.04
002838.SZ,428516.6697,12.58
002839.SZ,959914.6638,4.59
002840.SZ,528104.5389,12.3
002842.SZ,137020.0171,7.1
002843.SZ,534940.5347,22.41
002845.SZ,356084.9045,16.21
002846.SZ,213068.0016,9.1
002847.SZ,1416246.804,64.9
002848.SZ,112886.6011,8.09
002849.SZ,292655.8482,17.57
002852.SZ,214649.8782,8.61
002853.SZ,130743.6356,11.25
002855.SZ,432128.7922,20.08
002856.SZ,99758.988,9.57
002857.SZ,145536.0,13.27
002858.SZ,156557.8562,12.19
002859.SZ,754795.3152,20.87
002860.SZ,274552.6653,10.63
002861.SZ,153472.0537,12.21
002862.SZ,281983.7385,36.52
002863.SZ,259220.1788,4.9
002864.SZ,189708.0111,30.25
002865.SZ,1143442.5472,60.06
002866.SZ,266643.0303,17.0
002867.SZ,1379979.7123,14.53
002868.SZ,230064.218,17.52
002869.SZ,388754.28,27.34
002870.SZ,306773.5378,32.97
002871.SZ,104670.635,9.81
002873.SZ,210602.9722,10.07
002875.SZ,212701.9229,13.44
002876.SZ,361220.5068,26.54
002877.SZ,193697.4909,9.01
002878.SZ,368425.5243,19.27
002879.SZ,216064.2358,17.97
002880.SZ,578617.088,28.64
002881.SZ,543541.3815,34.13
002882.SZ,374406.4466,17.28
002883.SZ,135577.9249,11.24
002884.SZ,485720.571,20.46
002885.SZ,316879.8164,16.65
002886.SZ,339314.1073,17.16
002887.SZ,102399.0732,7.35
002888.SZ,125794.1472,19.06
002889.SZ,324025.6815,20.99
002890.SZ,149372.8961,10.58
002891.SZ,982638.509,37.07
002892.SZ,609414.1045,16.91
002893.SZ,187975.7789,10.52
002895.SZ,1144077.906,23.76
002896.SZ,584881.7017,42.19
002897.SZ,718314.7148,44.02
002898.SZ,92351.4556,10.45
002899.SZ,326040.1291,25.8
002900.SZ,157917.401,10.42
002901.SZ,840147.011,32.32
002902.SZ,337745.2649,21.99
002903.SZ,162374.8261,17.17
002905.SZ,235522.56,7.94
002907.SZ,374681.241,13.96
002908.SZ,237563.1143,8.83
002909.SZ,179071.7663,5.35
002910.SZ,131375.5776,8.16
002911.SZ,1409309.5621,12.49
002912.SZ,369055.075,26.03
002913.SZ,563057.9487,25.48
002915.SZ,384312.3979,14.63
002917.SZ,309006.644,11.86
002918.SZ,251289.3532,13.99
002919.SZ,391294.4946,16.69
002921.SZ,115738.6666,11.97
002922.SZ,615084.8265,19.78
002923.SZ,233566.7739,10.36
002925.SZ,986460.4179,15.28
002927.SZ,306913.8566,17.01
002928.SZ,887099.6357,7.83
002929.SZ,633913.8753,33.55
002930.SZ,416996.5565,11.09
002931.SZ,323706.2984,18.87
002932.SZ,274709.8834,20.75
002933.SZ,325106.759,32.11
002935.SZ,625541.9637,16.67
002936.SZ,1306620.2664,2.18
002937.SZ,472778.4015,18.07
002940.SZ,241784.4844,14.58
002941.SZ,658491.551,11.58
002942.SZ,201878.3604,16.67
002943.SZ,221445.4105,20.42
002946.SZ,1339531.7268,17.0
002947.SZ,515228.032,35.1
002948.SZ,1197504.5856,4.25
002949.SZ,247787.5994,18.82
002950.SZ,380127.9708,9.59
002952.SZ,269503.9103,24.06
002953.SZ,264303.3186,11.35
002955.SZ,410219.7094,24.45
002956.SZ,339524.1618,17.56
002957.SZ,598637.0344,16.47
002958.SZ,1424009.4884,3.2
002959.SZ,670627.9407,51.54
002960.SZ,652130.2722,11.8
002961.SZ,588774.4638,14.82
002962.SZ,306134.3652,17.38
002963.SZ,128159.798,11.98
002965.SZ,496229.9654,35.75
002967.SZ,842894.8903,17.27
002968.SZ,179882.7187,9.68
002969.SZ,267836.7824,3.19
002970.SZ,536123.9723,51.04
002971.SZ,286986.2876,19.56
002972.SZ,124882.7067,10.75
002973.SZ,202752.9455,11.32
002975.SZ,222322.4511,30.45
002976.SZ,131240.3029,22.31
002977.SZ,165884.2233,28.24
002978.SZ,824343.0,30.73
002979.SZ,645498.6473,33.09
002980.SZ,173836.828,27.28
002981.SZ,255223.4041,24.59
002982.SZ,151635.065,18.55
002983.SZ,224429.5829,20.14
002985.SZ,441308.4791,23.29
002986.SZ,337308.5359,12.78
002987.SZ,776568.8415,14.58
002988.SZ,518517.7791,23.53
002989.SZ,408156.561,24.72
002990.SZ,292037.4286,24.09
002991.SZ,418799.3408,94.15
002992.SZ,822962.4689,60.89
002993.SZ,904596.553,42.96
002995.SZ,203812.3981,21.8
002996.SZ,264414.9887,7.17
002997.SZ,753975.4127,38.75
002998.SZ,141308.6453,6.57
002999.SZ,193338.2258,6.51
003000.SZ,375917.5851,14.18
003001.SZ,312221.9371,48.07
003002.SZ,413113.4955,25.39
003003.SZ,110298.3554,11.62
003004.SZ,155374.21,25.72
003005.SZ,211645.0421,33.87
003006.SZ,930162.6663,24.33
003007.SZ,196632.7616,30.78
003008.SZ,132342.1525,19.23
003009.SZ,565630.2907,40.68
003010.SZ,324081.2941,30.76
003011.SZ,105046.1358,15.68
003012.SZ,660598.6323,6.55
003015.SZ,355019.0701,17.48
003016.SZ,307281.9866,8.5
003017.SZ,120379.1364,20.25
003018.SZ,116554.7415,10.01
003019.SZ,397212.6385,25.86
003020.SZ,244413.6656,19.67
003023.SZ,182930.9509,19.78
003025.SZ,272286.1656,15.11
003026.SZ,238459.0442,33.57
003027.SZ,139665.6853,15.82
003028.SZ,188765.8358,38.08
003029.SZ,341610.1915,22.91
003030.SZ,114288.7071,15.87
003031.SZ,790538.6592,52.64
003032.SZ,238464.4736,9.9
003033.SZ,206492.3988,28.68
003035.SZ,923472.4239,4.53
003036.SZ,238508.7749,12.14
003037.SZ,137490.6198,7.61
003038.SZ,264271.5154,17.81
003039.SZ,737934.8824,13.49
003040.SZ,548220.3096,14.0
003041.SZ,349857.4338,28.9
003042.SZ,195761.1501,17.58
003043.SZ,190099.9551,43.47
300004.SZ,278876.2804,7.25
300005.SZ,550309.5194,7.82
300006.SZ,351588.9834,4.19
300007.SZ,627354.5241,26.23
300008.SZ,709913.0606,5.35
300009.SZ,982246.968,9.86
300010.SZ,1016296.2076,7.74
300011.SZ,332579.9136,8.23
300016.SZ,285372.4548,7.27
300018.SZ,239312.9265,7.86
300019.SZ,473208.9658,16.94
300021.SZ,262755.0754,4.68
300022.SZ,215484.0315,5.54
300025.SZ,366575.7176,10.84
300026.SZ,980344.7309,4.54
300027.SZ,581461.6448,2.94
300030.SZ,141556.1488,6.54
300031.SZ,586002.9739,20.84
300032.SZ,333314.7648,5.26
300034.SZ,1102787.5546,17.58
300035.SZ,781690.8492,16.64
300036.SZ,658463.7972,18.7
300039.SZ,566660.4077,8.18
300040.SZ,282751.1877,7.69
300041.SZ,467116.0889,10.9
300042.SZ,371140.8,24.23
300043.SZ,451404.8389,4.25
300044.SZ,519365.9378,8.41
300045.SZ,906186.8288,23.21
300046.SZ,735376.0324,38.45
300047.SZ,584901.0309,13.26
300048.SZ,525471.7891,5.84
300049.SZ,686493.9455,36.12
300050.SZ,271712.76,6.28
300051.SZ,226348.1299,7.72
300052.SZ,401941.6074,19.28
300053.SZ,758747.752,14.92
300055.SZ,277123.1011,5.46
300056.SZ,469552.087,15.44
300057.SZ,318280.1857,5.53
300061.SZ,699348.2825,14.33
300062.SZ,191895.6298,6.32
300063.SZ,528335.6374,10.87
300065.SZ,528612.3677,9.86
300066.SZ,375204.5598,4.62
300067.SZ,432179.9769,5.98
300068.SZ,1311251.8197,20.16
300069.SZ,144144.0,15.56
300071.SZ,398800.93,5.51
300072.SZ,736712.3831,3.95
300074.SZ,195651.6889,4.56
300075.SZ,749981.6785,18.13
300076.SZ,290016.0,8.76
300077.SZ,1205569.137,26.6
300078.SZ,292180.3426,3.35
300079.SZ,629206.5111,6.12
300080.SZ,750248.9947,5.02
300081.SZ,394871.6088,8.24
300082.SZ,388613.1628,7.15
300083.SZ,888355.9523,7.32
300084.SZ,194849.6845,6.89
300086.SZ,199676.7475,5.68
300087.SZ,903072.3096,12.47
300088.SZ,1412576.0091,7.2
300091.SZ,265662.5615,2.52
300092.SZ,230223.2828,13.68
300093.SZ,270987.6595,16.09
300094.SZ,394471.1123,4.5
300095.SZ,202972.9974,7.42
300098.SZ,800164.9424,6.13
300099.SZ,324428.0299,6.94
300100.SZ,1333044.5725,35.98
300101.SZ,936801.8518,20.41
300102.SZ,888285.935,12.02
300103.SZ,181834.9874,7.13
300105.SZ,319218.8126,7.99
300106.SZ,169699.8449,10.07
300107.SZ,289943.3244,10.44
300109.SZ,603015.3107,16.66
300110.SZ,389788.6103,4.08
300111.SZ,393886.4785,3.77
300112.SZ,202501.7344,10.48
300113.SZ,709812.1632,16.9
300118.SZ,995411.2099,13.52
300119.SZ,585214.0798,21.42
300120.SZ,442893.367,10.43
300121.SZ,483989.5141,13.7
300123.SZ,574157.1715,7.25
300126.SZ,101007.5659,5.98
300127.SZ,638899.0755,34.73
300128.SZ,779469.2472,7.1
300129.SZ,421083.8445,8.05
300130.SZ,844637.6746,24.12
300131.SZ,829644.9427,11.15
300132.SZ,232701.2281,5.6
300133.SZ,1047378.1068,8.08
300134.SZ,760150.0124,13.39
300135.SZ,372326.4,4.85
300138.SZ,322235.4532,9.88
300139.SZ,351412.1944,18.7
300140.SZ,552871.3688,6.65
300141.SZ,241552.3202,12.64
300143.SZ,544528.8013,10.51
300145.SZ,653242.5742,4.21
300146.SZ,1262195.5449,13.69
300147.SZ,654171.7468,12.82
300148.SZ,273355.6032,4.28
300149.SZ,289303.1272,7.34
300150.SZ,203834.6391,4.98
300151.SZ,551201.9806,18.62
300152.SZ,319200.0251,5.66
300153.SZ,416057.4642,16.51
300154.SZ,342735.9382,13.1
300155.SZ,143370.6358,5.52
300157.SZ,193487.0044,3.47
300158.SZ,430727.606,5.62
300159.SZ,362072.4439,3.1
300160.SZ,379695.7585,6.23
300161.SZ,473261.6842,29.78
300162.SZ,230352.9353,8.6
300164.SZ,235033.9435,5.0
300166.SZ,738953.5778,10.26
300168.SZ,971448.2179,8.57
300169.SZ,207594.218,8.62
300170.SZ,1070781.2957,14.53
300171.SZ,679690.0848,14.81
300172.SZ,247097.8467,5.9
300173.SZ,379853.1859,6.49
300174.SZ,529346.1468,18.66
300175.SZ,245286.8,6.47
300176.SZ,243599.6232,7.87
300177.SZ,619034.7004,12.34
300179.SZ,367398.2463,12.43
300180.SZ,864614.0737,7.25
300181.SZ,843919.7752,17.24
300182.SZ,1193875.5222,6.68
300183.SZ,519870.0998,18.01
300184.SZ,886812.5873,10.5
300185.SZ,866795.1243,2.92
300187.SZ,301775.6032,5.8
300188.SZ,974304.1192,15.31
300189.SZ,324366.6121,4.43
300190.SZ,247599.3191,3.97
300191.SZ,261673.685,14.64
300192.SZ,313364.709,18.43
300193.SZ,370190.6221,10.37
300194.SZ,406503.0732,5.23
300195.SZ,162920.5776,6.49
300196.SZ,245824.6993,12.23
300197.SZ,615776.1031,2.63
300198.SZ,193624.1517,2.39
300199.SZ,807281.613,14.77
300200.SZ,337865.07,10.14
300201.SZ,485177.0848,6.02
300203.SZ,623232.2498,17.1
300204.SZ,317885.8763,8.53
300206.SZ,349289.4547,12.7
300210.SZ,442454.989,11.48
300211.SZ,216697.8042,9.54
300212.SZ,1422895.3032,25.6
300213.SZ,391877.0864,8.94
300214.SZ,232452.7695,7.33
300215.SZ,308634.8129,6.88
300217.SZ,526362.1986,5.33
300218.SZ,337391.1746,19.26
300219.SZ,463553.0625,8.32
300220.SZ,197986.3652,15.61
300221.SZ,240319.4851,6.6
300222.SZ,591260.9934,11.53
300224.SZ,1053018.5965,14.35
300225.SZ,318762.9245,7.9
300226.SZ,604286.2842,24.47
300227.SZ,311508.6429,9.44
300228.SZ,374085.7581,8.56
300229.SZ,1364502.0497,21.46
300230.SZ,257597.4021,5.05
300231.SZ,475309.5974,13.78
300232.SZ,538010.4304,7.64
300233.SZ,423516.1552,14.29
300234.SZ,151698.2864,5.41
300235.SZ,196022.3925,12.08
300236.SZ,962771.9234,42.18
300237.SZ,278286.976,2.45
300238.SZ,299071.2445,14.33
300239.SZ,296591.2464,6.54
300240.SZ,218754.0852,7.54
300241.SZ,278478.5914,6.16
300242.SZ,244905.306,4.97
300243.SZ,169527.9732,11.03
300244.SZ,520514.5053,12.91
300245.SZ,394698.6375,15.44
300246.SZ,127622.9785,7.6
300247.SZ,269097.2299,4.24
300248.SZ,358419.2185,10.92
300249.SZ,455788.2485,16.03
300250.SZ,201193.041,16.24
300252.SZ,461846.8793,11.33
300253.SZ,1172567.17,7.7
300254.SZ,180467.3192,10.0
300256.SZ,667217.7147,5.15
300257.SZ,881055.8489,11.32
300258.SZ,405494.8456,10.56
300259.SZ,373081.1007,3.97
300260.SZ,686877.0247,29.99
300261.SZ,586914.3081,7.9
300263.SZ,489604.8146,8.09
300264.SZ,187416.3427,6.4
300265.SZ,332959.718,9.17
300266.SZ,382097.0803,3.11
300267.SZ,361288.7976,3.2
300269.SZ,196073.2886,4.75
300270.SZ,169265.8922,8.35
300271.SZ,505892.6106,8.0
300272.SZ,237978.4906,6.94
300275.SZ,321352.1791,15.49
300276.SZ,981980.665,11.78
300277.SZ,346668.7028,12.91
300278.SZ,786471.1749,6.86
300279.SZ,257909.5591,7.04
300280.SZ,262214.7921,21.18
300281.SZ,204225.5188,6.48
300283.SZ,159604.1759,6.54
300284.SZ,1101280.7646,11.39
300285.SZ,1291143.4543,19.68
300286.SZ,341841.4079,23.6
300287.SZ,509882.0927,4.93
300288.SZ,346368.6779,16.86
300289.SZ,246049.8886,5.69
300290.SZ,1072615.0932,21.02
300291.SZ,427330.2107,5.83
300292.SZ,495479.497,5.56
300293.SZ,593190.8004,26.18
300294.SZ,1442655.6394,34.79
300295.SZ,244620.991,18.25
300296.SZ,1303995.524,7.26
300298.SZ,1029081.3204,27.74
300299.SZ,357582.2211,6.53
300302.SZ,507960.0084,17.26
300303.SZ,792387.4115,7.54
300304.SZ,653683.01,9.31
300305.SZ,164595.6183,6.25
300306.SZ,163237.8207,12.9
300307.SZ,559650.1461,8.59
300310.SZ,489752.2358,8.5
300311.SZ,287513.8648,6.73
300314.SZ,195226.4979,12.77
300315.SZ,1328249.322,6.31
300317.SZ,281830.5577,4.3
300318.SZ,425621.545,6.65
300319.SZ,941720.8364,14.17
300320.SZ,432926.3676,10.93
300321.SZ,183323.679,25.31
300322.SZ,534178.8444,15.16
300323.SZ,716508.2712,10.7
300324.SZ,522699.8535,3.84
300326.SZ,489430.091,8.57
300327.SZ,745684.8001,27.16
300328.SZ,575176.3631,9.8
300329.SZ,124040.1771,6.17
300331.SZ,395491.0048,24.56
300332.SZ,391587.0262,5.89
300333.SZ,488778.8978,18.61
300334.SZ,160075.7733,6.64
300335.SZ,171982.5075,5.54
300337.SZ,729168.5324,12.77
300340.SZ,161611.0877,11.23
300341.SZ,829677.5342,20.16
300342.SZ,621609.7457,18.61
300343.SZ,549102.9853,6.49
300344.SZ,338782.0372,5.3
300345.SZ,224204.797,6.32
300348.SZ,768014.997,15.23
300349.SZ,451554.8539,15.18
300350.SZ,233896.4468,6.24
300351.SZ,429487.2869,20.44
300352.SZ,580423.1065,5.9
300353.SZ,550401.4845,13.04
300354.SZ,286230.2644,42.24
300355.SZ,610631.4099,5.65
300357.SZ,892130.3298,22.69
300358.SZ,365300.8481,7.9
300359.SZ,306518.0213,6.11
300360.SZ,816336.4156,19.75
300363.SZ,738266.2876,18.28
300364.SZ,1478599.6165,27.82
300365.SZ,267460.865,6.92
300366.SZ,429707.0169,10.25
300369.SZ,502884.3128,7.91
300370.SZ,381556.0005,3.59
300371.SZ,118528.4514,10.88
300374.SZ,329750.9411,19.86
300375.SZ,214170.3394,5.26
300378.SZ,626039.8303,28.78
300379.SZ,708854.1611,16.7
300380.SZ,530638.1801,52.64
300381.SZ,321007.5477,8.12
300382.SZ,654333.1794,13.6
300384.SZ,340521.3244,19.25
300385.SZ,132009.3246,5.5
300386.SZ,350728.0112,18.19
300387.SZ,221629.7467,9.56
300388.SZ,465854.1965,8.46
300389.SZ,235526.9965,12.96
300390.SZ,1444144.2622,26.64
300391.SZ,159052.5948,5.83
300393.SZ,530462.0788,6.97
300396.SZ,389852.6175,17.76
300397.SZ,400000.9303,12.49
300398.SZ,768124.7375,17.93
300399.SZ,431318.7227,27.67
300400.SZ,360970.0616,18.56
300401.SZ,769943.6698,17.21
300402.SZ,333270.1039,16.88
300403.SZ,435204.7599,11.93
300404.SZ,217864.1357,9.83
300405.SZ,93205.7537,5.35
300406.SZ,528822.7746,15.25
300407.SZ,236199.4916,12.13
300409.SZ,733284.3364,15.24
300410.SZ,179055.6561,6.13
300411.SZ,364616.3273,14.87
300412.SZ,209026.5055,5.23
300414.SZ,221045.5802,8.92
300415.SZ,917288.3734,24.17
300416.SZ,544544.6326,13.26
300417.SZ,91400.7719,13.12
300420.SZ,322629.2136,3.54
300421.SZ,258676.3929,13.75
300422.SZ,217525.6623,5.17
300423.SZ,212081.771,8.15
300424.SZ,361394.8908,18.52
300425.SZ,329869.948,6.11
300426.SZ,383200.0,11.99
300427.SZ,263732.0937,6.72
300428.SZ,841448.8766,18.6
300429.SZ,433724.9647,13.51
300430.SZ,377840.7424,18.56
300434.SZ,308935.3407,11.72
300435.SZ,415706.3245,14.05
300436.SZ,440640.9473,41.04
300437.SZ,148559.9545,10.64
300438.SZ,1050023.1147,32.4
300439.SZ,282973.7845,11.96
300440.SZ,298500.9064,8.35
300441.SZ,505329.1442,9.98
300443.SZ,473894.9358,23.96
300444.SZ,367226.5537,7.79
300445.SZ,218629.1904,18.65
300446.SZ,475404.5723,18.9
300447.SZ,245221.633,15.06
300448.SZ,298933.6637,7.64
300449.SZ,225459.6428,9.41
300451.SZ,622891.0582,5.1
300452.SZ,211085.2905,13.84
300453.SZ,255202.5081,8.77
300454.SZ,1461773.0226,64.18
300455.SZ,844677.9437,14.65
300456.SZ,940098.5796,19.57
300457.SZ,1093900.9229,21.28
300460.SZ,313096.7399,14.09
300461.SZ,139848.5089,21.56
300462.SZ,115267.1102,10.54
300463.SZ,602584.9056,14.96
300464.SZ,154460.9395,6.12
300465.SZ,659855.2939,19.18
300466.SZ,299870.1875,8.88
300467.SZ,248116.3073,18.31
300468.SZ,758372.7083,17.96
300469.SZ,514089.6193,25.44
300470.SZ,667955.5085,42.28
300471.SZ,325864.7156,11.2
300472.SZ,181194.7997,9.7
300473.SZ,373075.5701,30.61
300475.SZ,1155632.0134,32.56
300477.SZ,250708.1332,3.41
300478.SZ,108432.088,10.75
300479.SZ,326693.7542,20.69
300480.SZ,294990.6924,14.82
300481.SZ,408593.6386,17.11
300482.SZ,917428.8107,26.14
300483.SZ,208897.2335,10.2
300484.SZ,308170.7869,23.5
300485.SZ,179076.437,8.12
300486.SZ,249145.274,7.9
300487.SZ,1435948.0093,53.94
300488.SZ,348718.7817,30.91
300489.SZ,684859.5075,62.46
300490.SZ,281181.3376,8.98
300491.SZ,231882.1125,19.26
300492.SZ,899815.8404,79.02
300493.SZ,1495965.2383,34.74
300494.SZ,428171.8539,12.97
300497.SZ,345489.8569,9.5
300499.SZ,525446.674,23.69
300500.SZ,161061.6348,12.1
300501.SZ,154122.6477,15.3
300503.SZ,443985.1198,22.37
300504.SZ,320191.2797,18.88
300505.SZ,293002.9273,16.79
300507.SZ,471978.405,7.52
300508.SZ,146444.5225,31.62
300509.SZ,180385.5718,8.47
300510.SZ,324103.4451,4.91
300511.SZ,133352.4007,4.01
300512.SZ,205535.8875,7.8
300513.SZ,221490.7647,10.06
300514.SZ,210214.9799,16.58
300515.SZ,204739.7964,13.61
300516.SZ,566640.0,38.6
300517.SZ,96977.1463,9.72
300518.SZ,233483.0857,14.63
300519.SZ,141141.7,15.48
300520.SZ,565840.2162,25.66
300521.SZ,248830.367,21.68
300522.SZ,322679.6378,16.37
300523.SZ,403681.4381,21.56
300525.SZ,821135.8953,16.43
300527.SZ,732222.1429,9.1
300528.SZ,290261.6741,9.95
300529.SZ,1461103.8582,34.72
300530.SZ,276031.1012,19.68
300531.SZ,404293.8768,15.98
300532.SZ,453757.8291,13.0
300533.SZ,297680.7763,22.61
300534.SZ,241339.1389,10.18
300535.SZ,97008.7634,15.7
300537.SZ,257828.7583,22.25
300538.SZ,159469.3215,17.18
300539.SZ,171331.012,12.43
300540.SZ,353684.0764,30.92
300541.SZ,383104.3081,13.44
300542.SZ,457291.1075,23.11
300543.SZ,196456.7935,11.69
300545.SZ,332169.3139,35.98
300546.SZ,208338.0091,19.55
300547.SZ,394951.4573,29.22
300548.SZ,979138.0291,56.77
300549.SZ,159969.5505,19.24
300550.SZ,340748.9529,15.55
300551.SZ,267567.0586,11.33
300552.SZ,396146.1587,36.38
300553.SZ,132060.9658,30.58
300554.SZ,156525.4977,24.65
300556.SZ,175721.3424,21.48
300557.SZ,256832.806,33.0
300559.SZ,324515.7168,12.92
300560.SZ,228273.453,15.85
300561.SZ,1027916.7561,72.38
300562.SZ,195863.9265,14.8
300563.SZ,622331.262,64.58
300564.SZ,131646.1921,14.53
300565.SZ,263570.0767,14.95
300566.SZ,405324.9946,23.92
300567.SZ,1167166.4533,69.24
300568.SZ,1092456.9936,10.9
300569.SZ,452850.8951,5.56
300571.SZ,260242.3779,28.6
300572.SZ,290449.7595,19.58
300573.SZ,943827.2272,79.72
300575.SZ,195773.3261,6.98
300576.SZ,773949.4426,52.0
300577.SZ,312039.1798,27.65
300578.SZ,335722.8658,21.71
300579.SZ,650450.9082,30.62
300580.SZ,1144547.8008,28.25
300581.SZ,554510.4224,12.48
300582.SZ,294270.3753,16.12
300583.SZ,398544.8506,27.5
300584.SZ,163580.293,25.32
300585.SZ,231513.3332,16.56
300586.SZ,401935.8919,9.3
300587.SZ,363757.2363,4.87
300588.SZ,165362.3517,15.42
300589.SZ,265653.2451,14.22
300590.SZ,471181.4687,16.74
300591.SZ,131499.2445,4.69
300592.SZ,458362.647,15.68
300593.SZ,461069.825,12.85
300594.SZ,143868.0356,19.84
